#date: 05.12.2020	time: 19:27:40
#time, s	VRes, V	P, W	Tin, K	Tmid, K	, Tmid2,K	, Tsur,K	Twat, K
5.38503E+3	2.72628E+0	3.71631E-1	3.34805E+2	3.01716E+2	3.03442E+2	2.97725E+2	2.97739E+2
5.38576E+3	2.72643E+0	3.71671E-1	3.34812E+2	3.01727E+2	3.03441E+2	2.97670E+2	2.97739E+2
5.38648E+3	2.72623E+0	3.71617E-1	3.34848E+2	3.01716E+2	3.03407E+2	2.97682E+2	2.97732E+2
5.38721E+3	2.72644E+0	3.71674E-1	3.34852E+2	3.01718E+2	3.03428E+2	2.97703E+2	2.97733E+2
5.38793E+3	2.72649E+0	3.71689E-1	3.34827E+2	3.01712E+2	3.03410E+2	2.97665E+2	2.97716E+2
5.38866E+3	2.72639E+0	3.71660E-1	3.34807E+2	3.01728E+2	3.03435E+2	2.97701E+2	2.97762E+2
5.38939E+3	2.72644E+0	3.71673E-1	3.34806E+2	3.01709E+2	3.03446E+2	2.97682E+2	2.97749E+2
5.39011E+3	2.72632E+0	3.71641E-1	3.34832E+2	3.01742E+2	3.03460E+2	2.97708E+2	2.97709E+2
5.39084E+3	2.72631E+0	3.71639E-1	3.34816E+2	3.01699E+2	3.03431E+2	2.97719E+2	2.97733E+2
5.39156E+3	2.72626E+0	3.71625E-1	3.34825E+2	3.01730E+2	3.03442E+2	2.97670E+2	2.97693E+2
5.39228E+3	2.72630E+0	3.71636E-1	3.34822E+2	3.01724E+2	3.03426E+2	2.97678E+2	2.97717E+2
5.39300E+3	2.72630E+0	3.71637E-1	3.34833E+2	3.01735E+2	3.03448E+2	2.97671E+2	2.97736E+2
5.39373E+3	2.72635E+0	3.71649E-1	3.34848E+2	3.01706E+2	3.03435E+2	2.97676E+2	2.97740E+2
5.39445E+3	2.72632E+0	3.71642E-1	3.34862E+2	3.01716E+2	3.03444E+2	2.97695E+2	2.97730E+2
5.39517E+3	2.72646E+0	3.71678E-1	3.34829E+2	3.01718E+2	3.03458E+2	2.97687E+2	2.97744E+2
5.39589E+3	2.72629E+0	3.71632E-1	3.34854E+2	3.01730E+2	3.03455E+2	2.97702E+2	2.97749E+2
5.39661E+3	2.72637E+0	3.71655E-1	3.34842E+2	3.01732E+2	3.03424E+2	2.97707E+2	2.97758E+2
5.39734E+3	2.72642E+0	3.71667E-1	3.34820E+2	3.01738E+2	3.03434E+2	2.97698E+2	2.97737E+2
5.39806E+3	2.72643E+0	3.71672E-1	3.34855E+2	3.01732E+2	3.03404E+2	2.97710E+2	2.97744E+2
5.39878E+3	2.72639E+0	3.71660E-1	3.34814E+2	3.01719E+2	3.03432E+2	2.97676E+2	2.97714E+2
5.39950E+3	2.72633E+0	3.71645E-1	3.34852E+2	3.01737E+2	3.03420E+2	2.97686E+2	2.97743E+2
5.40023E+3	2.72638E+0	3.71658E-1	3.34813E+2	3.01699E+2	3.03433E+2	2.97679E+2	2.97756E+2
5.40095E+3	2.72640E+0	3.71662E-1	3.34827E+2	3.01695E+2	3.03438E+2	2.97703E+2	2.97745E+2
5.40168E+3	2.72641E+0	3.71664E-1	3.34853E+2	3.01718E+2	3.03425E+2	2.97711E+2	2.97731E+2
5.40241E+3	2.72634E+0	3.71646E-1	3.34835E+2	3.01711E+2	3.03432E+2	2.97679E+2	2.97740E+2
5.40313E+3	2.72639E+0	3.71660E-1	3.34840E+2	3.01732E+2	3.03434E+2	2.97673E+2	2.97753E+2
5.40385E+3	2.72632E+0	3.71641E-1	3.34808E+2	3.01727E+2	3.03412E+2	2.97704E+2	2.97743E+2
5.40457E+3	2.72647E+0	3.71682E-1	3.34815E+2	3.01746E+2	3.03425E+2	2.97681E+2	2.97731E+2
5.40529E+3	2.72640E+0	3.71662E-1	3.34865E+2	3.01741E+2	3.03407E+2	2.97693E+2	2.97726E+2
5.40602E+3	2.72633E+0	3.71644E-1	3.34855E+2	3.01735E+2	3.03415E+2	2.97693E+2	2.97749E+2
5.40674E+3	2.72629E+0	3.71633E-1	3.34852E+2	3.01712E+2	3.03426E+2	2.97714E+2	2.97749E+2
5.40747E+3	2.72630E+0	3.71634E-1	3.34834E+2	3.01729E+2	3.03446E+2	2.97699E+2	2.97740E+2
5.40820E+3	2.72637E+0	3.71653E-1	3.34833E+2	3.01710E+2	3.03424E+2	2.97689E+2	2.97759E+2
5.40893E+3	2.72631E+0	3.71639E-1	3.34805E+2	3.01693E+2	3.03433E+2	2.97693E+2	2.97725E+2
5.40965E+3	2.72632E+0	3.71640E-1	3.34820E+2	3.01718E+2	3.03440E+2	2.97726E+2	2.97737E+2
5.41037E+3	2.72634E+0	3.71647E-1	3.34834E+2	3.01725E+2	3.03435E+2	2.97679E+2	2.97750E+2
5.41110E+3	2.72628E+0	3.71630E-1	3.34836E+2	3.01737E+2	3.03434E+2	2.97692E+2	2.97741E+2
5.41182E+3	2.72637E+0	3.71655E-1	3.34839E+2	3.01736E+2	3.03419E+2	2.97723E+2	2.97758E+2
5.41253E+3	2.72640E+0	3.71664E-1	3.34833E+2	3.01717E+2	3.03418E+2	2.97683E+2	2.97720E+2
5.41325E+3	2.72645E+0	3.71677E-1	3.34861E+2	3.01719E+2	3.03434E+2	2.97710E+2	2.97719E+2
5.41398E+3	2.72638E+0	3.71657E-1	3.34830E+2	3.01743E+2	3.03426E+2	2.97679E+2	2.97728E+2
5.41471E+3	2.72635E+0	3.71650E-1	3.34853E+2	3.01719E+2	3.03416E+2	2.97688E+2	2.97757E+2
5.41543E+3	2.72632E+0	3.71640E-1	3.34837E+2	3.01724E+2	3.03433E+2	2.97704E+2	2.97745E+2
5.41615E+3	2.72635E+0	3.71649E-1	3.34822E+2	3.01725E+2	3.03407E+2	2.97715E+2	2.97750E+2
5.41687E+3	2.72649E+0	3.71688E-1	3.34842E+2	3.01737E+2	3.03439E+2	2.97701E+2	2.97733E+2
5.41760E+3	2.72649E+0	3.71687E-1	3.34842E+2	3.01720E+2	3.03431E+2	2.97690E+2	2.97725E+2
5.41833E+3	2.72648E+0	3.71685E-1	3.34855E+2	3.01715E+2	3.03432E+2	2.97708E+2	2.97745E+2
5.41905E+3	2.72637E+0	3.71655E-1	3.34845E+2	3.01727E+2	3.03430E+2	2.97682E+2	2.97737E+2
5.41977E+3	2.72641E+0	3.71667E-1	3.34829E+2	3.01699E+2	3.03414E+2	2.97720E+2	2.97733E+2
5.42049E+3	2.72636E+0	3.71652E-1	3.34864E+2	3.01704E+2	3.03428E+2	2.97696E+2	2.97765E+2
5.42122E+3	2.72643E+0	3.71671E-1	3.34844E+2	3.01733E+2	3.03441E+2	2.97707E+2	2.97747E+2
5.42194E+3	2.72648E+0	3.71684E-1	3.34856E+2	3.01728E+2	3.03418E+2	2.97713E+2	2.97742E+2
5.42267E+3	2.72634E+0	3.71647E-1	3.34858E+2	3.01723E+2	3.03422E+2	2.97704E+2	2.97726E+2
5.42339E+3	2.72635E+0	3.71649E-1	3.34839E+2	3.01724E+2	3.03431E+2	2.97704E+2	2.97741E+2
5.42412E+3	2.72636E+0	3.71652E-1	3.34835E+2	3.01733E+2	3.03446E+2	2.97714E+2	2.97739E+2
5.42484E+3	2.72633E+0	3.71642E-1	3.34842E+2	3.01726E+2	3.03408E+2	2.97728E+2	2.97752E+2
5.42556E+3	2.72636E+0	3.71652E-1	3.34853E+2	3.01730E+2	3.03427E+2	2.97713E+2	2.97735E+2
5.42629E+3	2.72635E+0	3.71650E-1	3.34831E+2	3.01699E+2	3.03431E+2	2.97676E+2	2.97728E+2
5.42701E+3	2.72636E+0	3.71651E-1	3.34823E+2	3.01719E+2	3.03414E+2	2.97708E+2	2.97744E+2
5.42773E+3	2.72634E+0	3.71646E-1	3.34830E+2	3.01725E+2	3.03417E+2	2.97716E+2	2.97737E+2
5.42845E+3	2.72639E+0	3.71661E-1	3.34812E+2	3.01720E+2	3.03409E+2	2.97704E+2	2.97749E+2
5.42917E+3	2.72647E+0	3.71683E-1	3.34853E+2	3.01703E+2	3.03425E+2	2.97715E+2	2.97741E+2
5.42989E+3	2.72629E+0	3.71634E-1	3.34835E+2	3.01721E+2	3.03414E+2	2.97692E+2	2.97733E+2
5.43062E+3	2.72633E+0	3.71644E-1	3.34856E+2	3.01736E+2	3.03464E+2	2.97701E+2	2.97724E+2
5.43135E+3	2.72637E+0	3.71654E-1	3.34855E+2	3.01696E+2	3.03418E+2	2.97683E+2	2.97717E+2
5.43207E+3	2.72635E+0	3.71649E-1	3.34848E+2	3.01756E+2	3.03395E+2	2.97695E+2	2.97729E+2
5.43279E+3	2.72639E+0	3.71660E-1	3.34845E+2	3.01722E+2	3.03432E+2	2.97686E+2	2.97725E+2
5.43352E+3	2.72641E+0	3.71667E-1	3.34850E+2	3.01712E+2	3.03409E+2	2.97709E+2	2.97737E+2
5.43425E+3	2.72637E+0	3.71653E-1	3.34853E+2	3.01724E+2	3.03434E+2	2.97692E+2	2.97749E+2
5.43497E+3	2.72636E+0	3.71653E-1	3.34839E+2	3.01698E+2	3.03427E+2	2.97724E+2	2.97777E+2
5.43569E+3	2.72639E+0	3.71660E-1	3.34841E+2	3.01726E+2	3.03445E+2	2.97715E+2	2.97735E+2
5.43642E+3	2.72643E+0	3.71671E-1	3.34842E+2	3.01737E+2	3.03415E+2	2.97695E+2	2.97732E+2
5.43715E+3	2.72637E+0	3.71656E-1	3.34836E+2	3.01711E+2	3.03447E+2	2.97705E+2	2.97756E+2
5.43787E+3	2.72637E+0	3.71654E-1	3.34837E+2	3.01694E+2	3.03420E+2	2.97711E+2	2.97734E+2
5.43860E+3	2.72628E+0	3.71630E-1	3.34844E+2	3.01722E+2	3.03414E+2	2.97713E+2	2.97751E+2
5.43931E+3	2.72642E+0	3.71669E-1	3.34863E+2	3.01716E+2	3.03424E+2	2.97733E+2	2.97731E+2
5.44004E+3	2.72654E+0	3.71700E-1	3.34839E+2	3.01725E+2	3.03396E+2	2.97728E+2	2.97746E+2
5.44077E+3	2.72637E+0	3.71654E-1	3.34873E+2	3.01699E+2	3.03418E+2	2.97722E+2	2.97750E+2
5.44149E+3	2.72624E+0	3.71619E-1	3.34832E+2	3.01710E+2	3.03417E+2	2.97707E+2	2.97758E+2
5.44221E+3	2.72641E+0	3.71665E-1	3.34825E+2	3.01721E+2	3.03420E+2	2.97698E+2	2.97735E+2
5.44294E+3	2.72635E+0	3.71650E-1	3.34837E+2	3.01694E+2	3.03431E+2	2.97703E+2	2.97718E+2
5.44366E+3	2.72641E+0	3.71666E-1	3.34850E+2	3.01714E+2	3.03410E+2	2.97729E+2	2.97724E+2
5.44439E+3	2.72639E+0	3.71661E-1	3.34849E+2	3.01720E+2	3.03398E+2	2.97709E+2	2.97715E+2
5.44511E+3	2.72627E+0	3.71629E-1	3.34831E+2	3.01725E+2	3.03428E+2	2.97725E+2	2.97735E+2
5.44584E+3	2.72634E+0	3.71647E-1	3.34864E+2	3.01700E+2	3.03418E+2	2.97687E+2	2.97710E+2
5.44656E+3	2.72636E+0	3.71651E-1	3.34849E+2	3.01688E+2	3.03456E+2	2.97706E+2	2.97716E+2
5.44728E+3	2.72632E+0	3.71642E-1	3.34849E+2	3.01710E+2	3.03396E+2	2.97705E+2	2.97713E+2
5.44801E+3	2.72645E+0	3.71676E-1	3.34869E+2	3.01725E+2	3.03418E+2	2.97686E+2	2.97750E+2
5.44874E+3	2.72644E+0	3.71673E-1	3.34857E+2	3.01719E+2	3.03450E+2	2.97702E+2	2.97727E+2
5.44946E+3	2.72645E+0	3.71676E-1	3.34838E+2	3.01714E+2	3.03420E+2	2.97707E+2	2.97748E+2
5.45019E+3	2.72637E+0	3.71654E-1	3.34872E+2	3.01718E+2	3.03413E+2	2.97725E+2	2.97713E+2
5.45091E+3	2.72634E+0	3.71646E-1	3.34866E+2	3.01721E+2	3.03416E+2	2.97695E+2	2.97700E+2
5.45164E+3	2.72643E+0	3.71671E-1	3.34858E+2	3.01739E+2	3.03396E+2	2.97720E+2	2.97733E+2
5.45236E+3	2.72639E+0	3.71659E-1	3.34847E+2	3.01719E+2	3.03440E+2	2.97706E+2	2.97734E+2
5.45309E+3	2.72639E+0	3.71660E-1	3.34839E+2	3.01731E+2	3.03428E+2	2.97707E+2	2.97704E+2
5.45381E+3	2.72639E+0	3.71660E-1	3.34857E+2	3.01726E+2	3.03406E+2	2.97706E+2	2.97745E+2
5.45454E+3	2.72629E+0	3.71633E-1	3.34832E+2	3.01705E+2	3.03419E+2	2.97725E+2	2.97724E+2
5.45527E+3	2.72642E+0	3.71669E-1	3.34862E+2	3.01691E+2	3.03428E+2	2.97708E+2	2.97716E+2
5.45599E+3	2.72635E+0	3.71650E-1	3.34858E+2	3.01708E+2	3.03426E+2	2.97695E+2	2.97720E+2
5.45672E+3	2.72636E+0	3.71651E-1	3.34856E+2	3.01699E+2	3.03428E+2	2.97725E+2	2.97715E+2
5.45744E+3	2.72638E+0	3.71657E-1	3.34853E+2	3.01719E+2	3.03424E+2	2.97687E+2	2.97729E+2
5.45817E+3	2.72636E+0	3.71651E-1	3.34854E+2	3.01731E+2	3.03424E+2	2.97718E+2	2.97708E+2
5.45889E+3	2.72628E+0	3.71629E-1	3.34827E+2	3.01715E+2	3.03434E+2	2.97720E+2	2.97729E+2
5.45961E+3	2.72640E+0	3.71664E-1	3.34853E+2	3.01716E+2	3.03417E+2	2.97703E+2	2.97710E+2
5.46034E+3	2.72640E+0	3.71664E-1	3.34857E+2	3.01719E+2	3.03418E+2	2.97723E+2	2.97700E+2
5.46106E+3	2.72642E+0	3.71668E-1	3.34862E+2	3.01745E+2	3.03425E+2	2.97710E+2	2.97736E+2
5.46179E+3	2.72635E+0	3.71650E-1	3.34851E+2	3.01696E+2	3.03420E+2	2.97695E+2	2.97680E+2
5.46252E+3	2.72633E+0	3.71643E-1	3.34825E+2	3.01720E+2	3.03395E+2	2.97685E+2	2.97713E+2
5.46324E+3	2.72633E+0	3.71644E-1	3.34864E+2	3.01695E+2	3.03432E+2	2.97715E+2	2.97681E+2
5.46396E+3	2.72649E+0	3.71688E-1	3.34846E+2	3.01701E+2	3.03446E+2	2.97711E+2	2.97690E+2
5.46468E+3	2.72642E+0	3.71668E-1	3.34852E+2	3.01712E+2	3.03423E+2	2.97737E+2	2.97691E+2
5.46540E+3	2.72644E+0	3.71674E-1	3.34843E+2	3.01692E+2	3.03432E+2	2.97678E+2	2.97698E+2
5.46612E+3	2.72644E+0	3.71673E-1	3.34829E+2	3.01705E+2	3.03438E+2	2.97697E+2	2.97677E+2
5.46684E+3	2.72629E+0	3.71633E-1	3.34827E+2	3.01722E+2	3.03395E+2	2.97700E+2	2.97722E+2
5.46757E+3	2.72631E+0	3.71639E-1	3.34837E+2	3.01704E+2	3.03433E+2	2.97692E+2	2.97710E+2
5.46830E+3	2.72642E+0	3.71669E-1	3.34869E+2	3.01715E+2	3.03380E+2	2.97718E+2	2.97696E+2
5.46902E+3	2.72644E+0	3.71673E-1	3.34853E+2	3.01722E+2	3.03435E+2	2.97695E+2	2.97697E+2
5.46975E+3	2.72637E+0	3.71655E-1	3.34848E+2	3.01703E+2	3.03404E+2	2.97690E+2	2.97709E+2
5.47047E+3	2.72635E+0	3.71650E-1	3.34875E+2	3.01715E+2	3.03420E+2	2.97694E+2	2.97704E+2
5.47120E+3	2.72646E+0	3.71679E-1	3.34860E+2	3.01688E+2	3.03419E+2	2.97692E+2	2.97725E+2
5.47192E+3	2.72645E+0	3.71676E-1	3.34859E+2	3.01722E+2	3.03427E+2	2.97700E+2	2.97683E+2
5.47264E+3	2.72637E+0	3.71654E-1	3.34870E+2	3.01688E+2	3.03403E+2	2.97711E+2	2.97691E+2
5.47336E+3	2.72631E+0	3.71639E-1	3.34857E+2	3.01701E+2	3.03415E+2	2.97713E+2	2.97698E+2
5.47408E+3	2.72630E+0	3.71636E-1	3.34844E+2	3.01705E+2	3.03417E+2	2.97689E+2	2.97693E+2
5.47480E+3	2.72632E+0	3.71641E-1	3.34853E+2	3.01683E+2	3.03407E+2	2.97697E+2	2.97742E+2
5.47553E+3	2.72645E+0	3.71676E-1	3.34874E+2	3.01711E+2	3.03391E+2	2.97716E+2	2.97685E+2
5.47626E+3	2.72637E+0	3.71654E-1	3.34854E+2	3.01705E+2	3.03395E+2	2.97704E+2	2.97701E+2
5.47698E+3	2.72636E+0	3.71651E-1	3.34844E+2	3.01704E+2	3.03431E+2	2.97729E+2	2.97706E+2
5.47771E+3	2.72639E+0	3.71661E-1	3.34846E+2	3.01744E+2	3.03390E+2	2.97668E+2	2.97722E+2
5.47843E+3	2.72629E+0	3.71632E-1	3.34848E+2	3.01687E+2	3.03425E+2	2.97707E+2	2.97685E+2
5.47915E+3	2.72653E+0	3.71698E-1	3.34865E+2	3.01715E+2	3.03398E+2	2.97703E+2	2.97689E+2
5.47987E+3	2.72642E+0	3.71669E-1	3.34866E+2	3.01719E+2	3.03405E+2	2.97697E+2	2.97683E+2
5.48060E+3	2.72646E+0	3.71679E-1	3.34866E+2	3.01701E+2	3.03389E+2	2.97711E+2	2.97707E+2
5.48132E+3	2.72644E+0	3.71674E-1	3.34863E+2	3.01720E+2	3.03391E+2	2.97684E+2	2.97690E+2
5.48205E+3	2.72628E+0	3.71631E-1	3.34867E+2	3.01711E+2	3.03393E+2	2.97691E+2	2.97699E+2
5.48278E+3	2.72632E+0	3.71642E-1	3.34881E+2	3.01728E+2	3.03389E+2	2.97720E+2	2.97678E+2
5.48350E+3	2.72646E+0	3.71678E-1	3.34867E+2	3.01701E+2	3.03408E+2	2.97707E+2	2.97701E+2
5.48422E+3	2.72629E+0	3.71634E-1	3.34883E+2	3.01719E+2	3.03395E+2	2.97717E+2	2.97695E+2
5.48494E+3	2.72653E+0	3.71698E-1	3.34858E+2	3.01701E+2	3.03412E+2	2.97716E+2	2.97701E+2
5.48568E+3	2.72640E+0	3.71663E-1	3.34874E+2	3.01725E+2	3.03390E+2	2.97690E+2	2.97688E+2
5.48641E+3	2.72635E+0	3.71649E-1	3.34872E+2	3.01708E+2	3.03416E+2	2.97697E+2	2.97691E+2
5.48713E+3	2.72641E+0	3.71666E-1	3.34874E+2	3.01728E+2	3.03424E+2	2.97695E+2	2.97674E+2
5.48786E+3	2.72644E+0	3.71674E-1	3.34857E+2	3.01704E+2	3.03419E+2	2.97677E+2	2.97715E+2
5.48858E+3	2.72644E+0	3.71673E-1	3.34881E+2	3.01695E+2	3.03399E+2	2.97691E+2	2.97687E+2
5.48930E+3	2.72629E+0	3.71633E-1	3.34866E+2	3.01712E+2	3.03390E+2	2.97699E+2	2.97699E+2
5.49002E+3	2.72630E+0	3.71637E-1	3.34844E+2	3.01714E+2	3.03395E+2	2.97723E+2	2.97697E+2
5.49076E+3	2.72636E+0	3.71653E-1	3.34881E+2	3.01704E+2	3.03413E+2	2.97688E+2	2.97709E+2
5.49148E+3	2.72652E+0	3.71697E-1	3.34862E+2	3.01708E+2	3.03411E+2	2.97717E+2	2.97719E+2
5.49221E+3	2.72643E+0	3.71672E-1	3.34866E+2	3.01700E+2	3.03416E+2	2.97658E+2	2.97688E+2
5.49293E+3	2.72645E+0	3.71676E-1	3.34890E+2	3.01686E+2	3.03416E+2	2.97682E+2	2.97700E+2
5.49365E+3	2.72637E+0	3.71655E-1	3.34878E+2	3.01681E+2	3.03382E+2	2.97695E+2	2.97694E+2
5.49437E+3	2.72642E+0	3.71669E-1	3.34866E+2	3.01707E+2	3.03383E+2	2.97717E+2	2.97685E+2
5.49510E+3	2.72635E+0	3.71648E-1	3.34876E+2	3.01737E+2	3.03418E+2	2.97722E+2	2.97706E+2
5.49582E+3	2.72635E+0	3.71648E-1	3.34889E+2	3.01689E+2	3.03404E+2	2.97710E+2	2.97716E+2
5.49654E+3	2.72637E+0	3.71654E-1	3.34889E+2	3.01697E+2	3.03417E+2	2.97718E+2	2.97696E+2
5.49726E+3	2.72646E+0	3.71680E-1	3.34855E+2	3.01698E+2	3.03420E+2	2.97701E+2	2.97709E+2
5.49799E+3	2.72631E+0	3.71639E-1	3.34857E+2	3.01696E+2	3.03410E+2	2.97702E+2	2.97731E+2
5.49872E+3	2.72639E+0	3.71659E-1	3.34851E+2	3.01707E+2	3.03396E+2	2.97703E+2	2.97698E+2
5.49944E+3	2.72635E+0	3.71649E-1	3.34870E+2	3.01698E+2	3.03395E+2	2.97723E+2	2.97703E+2
5.50017E+3	2.72632E+0	3.71642E-1	3.34852E+2	3.01696E+2	3.03392E+2	2.97692E+2	2.97724E+2
5.50089E+3	2.72638E+0	3.71657E-1	3.34870E+2	3.01710E+2	3.03412E+2	2.97703E+2	2.97713E+2
5.50162E+3	2.72634E+0	3.71647E-1	3.34874E+2	3.01666E+2	3.03409E+2	2.97686E+2	2.97733E+2
5.50234E+3	2.72641E+0	3.71667E-1	3.34861E+2	3.01696E+2	3.03414E+2	2.97698E+2	2.97713E+2
5.50306E+3	2.72641E+0	3.71664E-1	3.34877E+2	3.01714E+2	3.03361E+2	2.97700E+2	2.97731E+2
5.50378E+3	2.72640E+0	3.71662E-1	3.34905E+2	3.01696E+2	3.03401E+2	2.97684E+2	2.97717E+2
5.50450E+3	2.72635E+0	3.71648E-1	3.34838E+2	3.01702E+2	3.03398E+2	2.97683E+2	2.97715E+2
5.50522E+3	2.72626E+0	3.71624E-1	3.34875E+2	3.01707E+2	3.03387E+2	2.97696E+2	2.97720E+2
5.50596E+3	2.72636E+0	3.71652E-1	3.34879E+2	3.01699E+2	3.03407E+2	2.97700E+2	2.97713E+2
5.50669E+3	2.72638E+0	3.71656E-1	3.34865E+2	3.01682E+2	3.03385E+2	2.97711E+2	2.97677E+2
5.50741E+3	2.72646E+0	3.71680E-1	3.34847E+2	3.01709E+2	3.03410E+2	2.97683E+2	2.97685E+2
5.50813E+3	2.72639E+0	3.71661E-1	3.34861E+2	3.01693E+2	3.03409E+2	2.97692E+2	2.97723E+2
5.50886E+3	2.72648E+0	3.71685E-1	3.34864E+2	3.01701E+2	3.03391E+2	2.97690E+2	2.97710E+2
5.50958E+3	2.72639E+0	3.71661E-1	3.34885E+2	3.01698E+2	3.03393E+2	2.97706E+2	2.97700E+2
5.51030E+3	2.72635E+0	3.71650E-1	3.34901E+2	3.01687E+2	3.03405E+2	2.97713E+2	2.97696E+2
5.51103E+3	2.72637E+0	3.71655E-1	3.34877E+2	3.01701E+2	3.03396E+2	2.97680E+2	2.97701E+2
5.51176E+3	2.72638E+0	3.71657E-1	3.34880E+2	3.01707E+2	3.03422E+2	2.97703E+2	2.97724E+2
5.51248E+3	2.72634E+0	3.71646E-1	3.34871E+2	3.01686E+2	3.03402E+2	2.97695E+2	2.97712E+2
5.51321E+3	2.72641E+0	3.71665E-1	3.34874E+2	3.01704E+2	3.03389E+2	2.97698E+2	2.97692E+2
5.51393E+3	2.72638E+0	3.71658E-1	3.34868E+2	3.01705E+2	3.03380E+2	2.97714E+2	2.97731E+2
5.51466E+3	2.72640E+0	3.71662E-1	3.34879E+2	3.01678E+2	3.03388E+2	2.97712E+2	2.97704E+2
5.51539E+3	2.72628E+0	3.71630E-1	3.34889E+2	3.01711E+2	3.03383E+2	2.97701E+2	2.97715E+2
5.51611E+3	2.72627E+0	3.71628E-1	3.34862E+2	3.01691E+2	3.03385E+2	2.97724E+2	2.97700E+2
5.51684E+3	2.72632E+0	3.71641E-1	3.34863E+2	3.01688E+2	3.03372E+2	2.97687E+2	2.97732E+2
5.51756E+3	2.72649E+0	3.71688E-1	3.34878E+2	3.01679E+2	3.03381E+2	2.97690E+2	2.97736E+2
5.51828E+3	2.72638E+0	3.71658E-1	3.34884E+2	3.01709E+2	3.03396E+2	2.97715E+2	2.97711E+2
5.51901E+3	2.72635E+0	3.71650E-1	3.34874E+2	3.01681E+2	3.03400E+2	2.97713E+2	2.97723E+2
5.51973E+3	2.72646E+0	3.71678E-1	3.34880E+2	3.01685E+2	3.03376E+2	2.97725E+2	2.97710E+2
5.52046E+3	2.72638E+0	3.71658E-1	3.34874E+2	3.01695E+2	3.03373E+2	2.97703E+2	2.97720E+2
5.52118E+3	2.72642E+0	3.71668E-1	3.34859E+2	3.01678E+2	3.03383E+2	2.97713E+2	2.97715E+2
5.52191E+3	2.72641E+0	3.71665E-1	3.34883E+2	3.01716E+2	3.03387E+2	2.97698E+2	2.97696E+2
5.52264E+3	2.72630E+0	3.71635E-1	3.34880E+2	3.01680E+2	3.03384E+2	2.97703E+2	2.97688E+2
5.52337E+3	2.72644E+0	3.71673E-1	3.34871E+2	3.01694E+2	3.03390E+2	2.97712E+2	2.97709E+2
5.52410E+3	2.72641E+0	3.71666E-1	3.34868E+2	3.01686E+2	3.03351E+2	2.97717E+2	2.97718E+2
5.52481E+3	2.72647E+0	3.71681E-1	3.34871E+2	3.01713E+2	3.03364E+2	2.97689E+2	2.97712E+2
5.52554E+3	2.72636E+0	3.71652E-1	3.34877E+2	3.01696E+2	3.03393E+2	2.97709E+2	2.97723E+2
5.52626E+3	2.72634E+0	3.71646E-1	3.34882E+2	3.01692E+2	3.03389E+2	2.97718E+2	2.97688E+2
5.52698E+3	2.72642E+0	3.71667E-1	3.34884E+2	3.01682E+2	3.03387E+2	2.97692E+2	2.97709E+2
5.52770E+3	2.72638E+0	3.71656E-1	3.34877E+2	3.01702E+2	3.03408E+2	2.97676E+2	2.97700E+2
5.52842E+3	2.72646E+0	3.71680E-1	3.34867E+2	3.01681E+2	3.03380E+2	2.97702E+2	2.97722E+2
5.52915E+3	2.72640E+0	3.71662E-1	3.34889E+2	3.01683E+2	3.03378E+2	2.97698E+2	2.97709E+2
5.52987E+3	2.72637E+0	3.71654E-1	3.34870E+2	3.01689E+2	3.03378E+2	2.97710E+2	2.97692E+2
5.53059E+3	2.72638E+0	3.71658E-1	3.34868E+2	3.01702E+2	3.03369E+2	2.97710E+2	2.97707E+2
5.53131E+3	2.72638E+0	3.71658E-1	3.34883E+2	3.01719E+2	3.03385E+2	2.97704E+2	2.97686E+2
5.53203E+3	2.72642E+0	3.71670E-1	3.34864E+2	3.01688E+2	3.03373E+2	2.97714E+2	2.97724E+2
5.53276E+3	2.72636E+0	3.71651E-1	3.34872E+2	3.01704E+2	3.03401E+2	2.97722E+2	2.97730E+2
5.53348E+3	2.72640E+0	3.71663E-1	3.34886E+2	3.01666E+2	3.03429E+2	2.97686E+2	2.97717E+2
5.53420E+3	2.72644E+0	3.71673E-1	3.34882E+2	3.01689E+2	3.03384E+2	2.97716E+2	2.97710E+2
5.53491E+3	2.72638E+0	3.71659E-1	3.34895E+2	3.01688E+2	3.03385E+2	2.97693E+2	2.97710E+2
5.53564E+3	2.72641E+0	3.71665E-1	3.34871E+2	3.01696E+2	3.03403E+2	2.97680E+2	2.97684E+2
5.53636E+3	2.72651E+0	3.71693E-1	3.34868E+2	3.01708E+2	3.03382E+2	2.97673E+2	2.97695E+2
5.53709E+3	2.72619E+0	3.71606E-1	3.34891E+2	3.01673E+2	3.03377E+2	2.97705E+2	2.97705E+2
5.53781E+3	2.72646E+0	3.71679E-1	3.34871E+2	3.01687E+2	3.03387E+2	2.97675E+2	2.97687E+2
5.53853E+3	2.72637E+0	3.71655E-1	3.34877E+2	3.01688E+2	3.03385E+2	2.97694E+2	2.97692E+2
5.53926E+3	2.72638E+0	3.71657E-1	3.34878E+2	3.01701E+2	3.03416E+2	2.97673E+2	2.97685E+2
5.53999E+3	2.72634E+0	3.71646E-1	3.34871E+2	3.01675E+2	3.03382E+2	2.97699E+2	2.97685E+2
5.54072E+3	2.72652E+0	3.71696E-1	3.34873E+2	3.01701E+2	3.03399E+2	2.97689E+2	2.97679E+2
5.54144E+3	2.72640E+0	3.71664E-1	3.34881E+2	3.01698E+2	3.03397E+2	2.97672E+2	2.97717E+2
