#date: 05.12.2020	time: 19:27:40
#time, s	VRes, V	P, W	Tin, K	Tmid, K	, Tmid2,K	, Tsur,K	Twat, K
1.60342E+2	1.09491E-5	5.99418E-12	2.96013E+2	2.98184E+2	2.97910E+2	2.99370E+2	3.00350E+2
1.61070E+2	9.83095E-6	4.83238E-12	2.96013E+2	2.98156E+2	2.97887E+2	2.99374E+2	3.00372E+2
1.61796E+2	1.00431E-5	5.04322E-12	2.96022E+2	2.98167E+2	2.97878E+2	2.99386E+2	3.00383E+2
1.62523E+2	1.11785E-5	6.24795E-12	2.96046E+2	2.98156E+2	2.97915E+2	2.99361E+2	3.00384E+2
1.63251E+2	1.08318E-5	5.86641E-12	2.96022E+2	2.98160E+2	2.97896E+2	2.99367E+2	3.00374E+2
1.63978E+2	1.05832E-5	5.60022E-12	2.96018E+2	2.98165E+2	2.97908E+2	2.99394E+2	3.00368E+2
1.64703E+2	1.00667E-5	5.06694E-12	2.95989E+2	2.98158E+2	2.97900E+2	2.99395E+2	3.00379E+2
1.65429E+2	1.08057E-5	5.83820E-12	2.96027E+2	2.98160E+2	2.97888E+2	2.99369E+2	3.00362E+2
1.66149E+2	1.06409E-5	5.66144E-12	2.95997E+2	2.98170E+2	2.97887E+2	2.99372E+2	3.00360E+2
1.66870E+2	1.02101E-5	5.21231E-12	2.96018E+2	2.98167E+2	2.97895E+2	2.99366E+2	3.00377E+2
1.67598E+2	9.54358E-6	4.55400E-12	2.96000E+2	2.98175E+2	2.97903E+2	2.99375E+2	3.00378E+2
1.68318E+2	1.03736E-5	5.38059E-12	2.96015E+2	2.98183E+2	2.97895E+2	2.99366E+2	3.00370E+2
1.69048E+2	1.02062E-5	5.20828E-12	2.95983E+2	2.98184E+2	2.97899E+2	2.99370E+2	3.00387E+2
1.69768E+2	9.64014E-6	4.64662E-12	2.96030E+2	2.98197E+2	2.97904E+2	2.99381E+2	3.00368E+2
1.70488E+2	1.01597E-5	5.16098E-12	2.95994E+2	2.98212E+2	2.97921E+2	2.99378E+2	3.00373E+2
1.71209E+2	1.03876E-5	5.39511E-12	2.96004E+2	2.98163E+2	2.97898E+2	2.99374E+2	3.00372E+2
1.71927E+2	1.01678E-5	5.16924E-12	2.96000E+2	2.98190E+2	2.97897E+2	2.99380E+2	3.00403E+2
1.72647E+2	1.04533E-5	5.46357E-12	2.96008E+2	2.98181E+2	2.97926E+2	2.99353E+2	3.00402E+2
1.73368E+2	9.23318E-6	4.26258E-12	2.95996E+2	2.98184E+2	2.97908E+2	2.99370E+2	3.00381E+2
1.74088E+2	9.39051E-6	4.40908E-12	2.96003E+2	2.98191E+2	2.97908E+2	2.99372E+2	3.00406E+2
1.74811E+2	1.06485E-5	5.66951E-12	2.95987E+2	2.98164E+2	2.97909E+2	2.99375E+2	3.00386E+2
1.75535E+2	1.00914E-5	5.09182E-12	2.95977E+2	2.98184E+2	2.97902E+2	2.99390E+2	3.00368E+2
1.76256E+2	9.63760E-6	4.64417E-12	2.95992E+2	2.98173E+2	2.97912E+2	2.99368E+2	3.00431E+2
1.76982E+2	9.39077E-6	4.40933E-12	2.95955E+2	2.98184E+2	2.97923E+2	2.99359E+2	3.00366E+2
1.77705E+2	9.99680E-6	4.99680E-12	2.95996E+2	2.98200E+2	2.97894E+2	2.99375E+2	3.00377E+2
1.78428E+2	9.87090E-6	4.87173E-12	2.95987E+2	2.98213E+2	2.97937E+2	2.99375E+2	3.00390E+2
1.79156E+2	9.23417E-6	4.26350E-12	2.95972E+2	2.98199E+2	2.97892E+2	2.99345E+2	3.00382E+2
1.79877E+2	9.85528E-6	4.85633E-12	2.95972E+2	2.98184E+2	2.97897E+2	2.99366E+2	3.00382E+2
1.80596E+2	1.01145E-5	5.11520E-12	2.95990E+2	2.98194E+2	2.97903E+2	2.99349E+2	3.00377E+2
1.81315E+2	1.02045E-5	5.20661E-12	2.95973E+2	2.98211E+2	2.97908E+2	2.99368E+2	3.00366E+2
1.82041E+2	9.77863E-6	4.78108E-12	2.95985E+2	2.98179E+2	2.97934E+2	2.99364E+2	3.00365E+2
1.82767E+2	9.78908E-6	4.79130E-12	2.95988E+2	2.98214E+2	2.97928E+2	2.99365E+2	3.00358E+2
1.83485E+2	9.15516E-6	4.19085E-12	2.95968E+2	2.98193E+2	2.97923E+2	2.99377E+2	3.00349E+2
1.84206E+2	9.36394E-6	4.38417E-12	2.95980E+2	2.98198E+2	2.97935E+2	2.99367E+2	3.00346E+2
1.84923E+2	9.99988E-6	4.99988E-12	2.95982E+2	2.98197E+2	2.97914E+2	2.99354E+2	3.00370E+2
1.85644E+2	9.66930E-6	4.67477E-12	2.95954E+2	2.98215E+2	2.97927E+2	2.99366E+2	3.00337E+2
1.86368E+2	9.94937E-6	4.94950E-12	2.95948E+2	2.98189E+2	2.97932E+2	2.99366E+2	3.00334E+2
1.87096E+2	9.72041E-6	4.72432E-12	2.95947E+2	2.98210E+2	2.97917E+2	2.99352E+2	3.00360E+2
1.87816E+2	9.81391E-6	4.81564E-12	2.95950E+2	2.98233E+2	2.97926E+2	2.99365E+2	3.00346E+2
1.88542E+2	1.08507E-5	5.88683E-12	2.95965E+2	2.98202E+2	2.97929E+2	2.99339E+2	3.00337E+2
1.89266E+2	1.00550E-5	5.05519E-12	2.95949E+2	2.98197E+2	2.97948E+2	2.99362E+2	3.00341E+2
1.89996E+2	1.02584E-5	5.26172E-12	2.95967E+2	2.98196E+2	2.97943E+2	2.99403E+2	3.00346E+2
1.90724E+2	9.62859E-6	4.63549E-12	2.96002E+2	2.98201E+2	2.97916E+2	2.99386E+2	3.00367E+2
1.91443E+2	9.03471E-6	4.08130E-12	2.95982E+2	2.98189E+2	2.97931E+2	2.99352E+2	3.00370E+2
1.92164E+2	9.63768E-6	4.64425E-12	2.95937E+2	2.98190E+2	2.97932E+2	2.99377E+2	3.00349E+2
1.92884E+2	9.96048E-6	4.96056E-12	2.95965E+2	2.98202E+2	2.97944E+2	2.99370E+2	3.00352E+2
1.93611E+2	9.69579E-6	4.70042E-12	2.95960E+2	2.98221E+2	2.97927E+2	2.99365E+2	3.00363E+2
1.94347E+2	1.01610E-5	5.16229E-12	2.95944E+2	2.98216E+2	2.97915E+2	2.99351E+2	3.00369E+2
1.95075E+2	9.51271E-6	4.52459E-12	2.95951E+2	2.98202E+2	2.97912E+2	2.99371E+2	3.00369E+2
1.95805E+2	1.04482E-5	5.45829E-12	2.95956E+2	2.98190E+2	2.97947E+2	2.99364E+2	3.00342E+2
1.96524E+2	1.12532E-5	6.33174E-12	2.95930E+2	2.98218E+2	2.97917E+2	2.99374E+2	3.00371E+2
1.97247E+2	9.74517E-6	4.74842E-12	2.95933E+2	2.98218E+2	2.97942E+2	2.99346E+2	3.00368E+2
1.97975E+2	1.00274E-5	5.02740E-12	2.95951E+2	2.98203E+2	2.97934E+2	2.99354E+2	3.00366E+2
1.98699E+2	9.23917E-6	4.26811E-12	2.95944E+2	2.98200E+2	2.97944E+2	2.99360E+2	3.00386E+2
1.99423E+2	9.82675E-6	4.82825E-12	2.95943E+2	2.98211E+2	2.97939E+2	2.99367E+2	3.00376E+2
2.00144E+2	1.05134E-5	5.52663E-12	2.95912E+2	2.98208E+2	2.97931E+2	2.99379E+2	3.00389E+2
2.00866E+2	9.29642E-6	4.32118E-12	2.95952E+2	2.98185E+2	2.97930E+2	2.99368E+2	3.00395E+2
2.01591E+2	1.02348E-5	5.23753E-12	2.95948E+2	2.98199E+2	2.97939E+2	2.99360E+2	3.00352E+2
2.02319E+2	1.06501E-5	5.67128E-12	2.95918E+2	2.98203E+2	2.97951E+2	2.99364E+2	3.00369E+2
2.03044E+2	1.04410E-5	5.45071E-12	2.95935E+2	2.98202E+2	2.97936E+2	2.99362E+2	3.00352E+2
2.03764E+2	9.13465E-6	4.17209E-12	2.95928E+2	2.98243E+2	2.97933E+2	2.99388E+2	3.00369E+2
2.04484E+2	9.43881E-6	4.45455E-12	2.95925E+2	2.98242E+2	2.97912E+2	2.99355E+2	3.00389E+2
2.05201E+2	9.76514E-6	4.76790E-12	2.95942E+2	2.98230E+2	2.97955E+2	2.99389E+2	3.00373E+2
2.05922E+2	1.05355E-5	5.54981E-12	2.95933E+2	2.98206E+2	2.97959E+2	2.99357E+2	3.00372E+2
2.06641E+2	9.67687E-6	4.68209E-12	2.95906E+2	2.98225E+2	2.97952E+2	2.99363E+2	3.00347E+2
2.07363E+2	9.08828E-6	4.12984E-12	2.95905E+2	2.98208E+2	2.97944E+2	2.99356E+2	3.00356E+2
2.08089E+2	8.86433E-6	3.92882E-12	2.95937E+2	2.98228E+2	2.97932E+2	2.99362E+2	3.00359E+2
2.08813E+2	9.45715E-6	4.47188E-12	2.95928E+2	2.98227E+2	2.97956E+2	2.99382E+2	3.00394E+2
2.09537E+2	1.01505E-5	5.15165E-12	2.95915E+2	2.98231E+2	2.97939E+2	2.99379E+2	3.00378E+2
2.10263E+2	8.61110E-6	3.70755E-12	2.95904E+2	2.98221E+2	2.97969E+2	2.99379E+2	3.00371E+2
2.10983E+2	9.96052E-6	4.96060E-12	2.95883E+2	2.98234E+2	2.97952E+2	2.99344E+2	3.00367E+2
2.11703E+2	1.01539E-5	5.15507E-12	2.95921E+2	2.98237E+2	2.97957E+2	2.99356E+2	3.00389E+2
2.12421E+2	9.51080E-6	4.52277E-12	2.95902E+2	2.98230E+2	2.97960E+2	2.99338E+2	3.00384E+2
2.13141E+2	9.36458E-6	4.38477E-12	2.95905E+2	2.98250E+2	2.97968E+2	2.99383E+2	3.00355E+2
2.13871E+2	8.61641E-6	3.71213E-12	2.95903E+2	2.98219E+2	2.97939E+2	2.99351E+2	3.00359E+2
2.14588E+2	8.82326E-6	3.89250E-12	2.95920E+2	2.98247E+2	2.97945E+2	2.99342E+2	3.00368E+2
2.15308E+2	9.49946E-6	4.51199E-12	2.95908E+2	2.98240E+2	2.97957E+2	2.99341E+2	3.00388E+2
2.16029E+2	8.96011E-6	4.01418E-12	2.95908E+2	2.98258E+2	2.97939E+2	2.99383E+2	3.00364E+2
2.16757E+2	8.70739E-6	3.79093E-12	2.95908E+2	2.98251E+2	2.97966E+2	2.99343E+2	3.00385E+2
2.17482E+2	9.37080E-6	4.39060E-12	2.95881E+2	2.98264E+2	2.97957E+2	2.99348E+2	3.00392E+2
2.18201E+2	8.84447E-6	3.91123E-12	2.95906E+2	2.98222E+2	2.97945E+2	2.99355E+2	3.00367E+2
2.18928E+2	9.06812E-6	4.11154E-12	2.95905E+2	2.98283E+2	2.97972E+2	2.99325E+2	3.00382E+2
2.19650E+2	9.94474E-6	4.94489E-12	2.95940E+2	2.98255E+2	2.97959E+2	2.99369E+2	3.00380E+2
2.20370E+2	9.00830E-6	4.05747E-12	2.95928E+2	2.98209E+2	2.97973E+2	2.99374E+2	3.00336E+2
2.21088E+2	8.56815E-6	3.67066E-12	2.95895E+2	2.98268E+2	2.97939E+2	2.99381E+2	3.00371E+2
2.21807E+2	9.29775E-6	4.32240E-12	2.95910E+2	2.98241E+2	2.97951E+2	2.99348E+2	3.00397E+2
2.22528E+2	9.67045E-6	4.67588E-12	2.95896E+2	2.98263E+2	2.97931E+2	2.99363E+2	3.00367E+2
2.23242E+2	9.50065E-6	4.51312E-12	2.95915E+2	2.98278E+2	2.97979E+2	2.99342E+2	3.00380E+2
2.23965E+2	8.83818E-6	3.90567E-12	2.95888E+2	2.98247E+2	2.97966E+2	2.99383E+2	3.00379E+2
2.24690E+2	9.45507E-6	4.46992E-12	2.95925E+2	2.98271E+2	2.97963E+2	2.99350E+2	3.00370E+2
2.25414E+2	9.44106E-6	4.45668E-12	2.95916E+2	2.98268E+2	2.97989E+2	2.99338E+2	3.00379E+2
2.26139E+2	1.00866E-5	5.08693E-12	2.95907E+2	2.98257E+2	2.97991E+2	2.99351E+2	3.00374E+2
2.26859E+2	9.12225E-6	4.16077E-12	2.95893E+2	2.98259E+2	2.97964E+2	2.99358E+2	3.00376E+2
2.27578E+2	8.87953E-6	3.94230E-12	2.95929E+2	2.98281E+2	2.97995E+2	2.99347E+2	3.00362E+2
2.28300E+2	9.27098E-6	4.29756E-12	2.95904E+2	2.98295E+2	2.97980E+2	2.99343E+2	3.00366E+2
2.29027E+2	8.82291E-6	3.89219E-12	2.95889E+2	2.98288E+2	2.97970E+2	2.99355E+2	3.00405E+2
2.29740E+2	8.96185E-6	4.01574E-12	2.95877E+2	2.98294E+2	2.97998E+2	2.99361E+2	3.00403E+2
2.30461E+2	9.56982E-6	4.57907E-12	2.95909E+2	2.98269E+2	2.97984E+2	2.99359E+2	3.00370E+2
2.31181E+2	9.35552E-6	4.37629E-12	2.95897E+2	2.98289E+2	2.97977E+2	2.99371E+2	3.00373E+2
2.31907E+2	8.70566E-6	3.78942E-12	2.95908E+2	2.98300E+2	2.97986E+2	2.99360E+2	3.00393E+2
2.32630E+2	9.68548E-6	4.69042E-12	2.95893E+2	2.98297E+2	2.97988E+2	2.99407E+2	3.00381E+2
2.33350E+2	8.27144E-6	3.42084E-12	2.95902E+2	2.98281E+2	2.97989E+2	2.99333E+2	3.00368E+2
2.34069E+2	9.28986E-6	4.31507E-12	2.95897E+2	2.98290E+2	2.97991E+2	2.99372E+2	3.00365E+2
2.34788E+2	8.82876E-6	3.89735E-12	2.95887E+2	2.98304E+2	2.97985E+2	2.99360E+2	3.00377E+2
2.35508E+2	9.30841E-6	4.33233E-12	2.95896E+2	2.98298E+2	2.97990E+2	2.99371E+2	3.00360E+2
2.36234E+2	9.03977E-6	4.08587E-12	2.95902E+2	2.98300E+2	2.97995E+2	2.99365E+2	3.00353E+2
2.36960E+2	8.20802E-6	3.36858E-12	2.95890E+2	2.98288E+2	2.98009E+2	2.99378E+2	3.00357E+2
2.37680E+2	9.88290E-6	4.88358E-12	2.95912E+2	2.98319E+2	2.98003E+2	2.99342E+2	3.00368E+2
2.38399E+2	1.02409E-5	5.24378E-12	2.95889E+2	2.98321E+2	2.97985E+2	2.99376E+2	3.00374E+2
2.39120E+2	8.49782E-6	3.61065E-12	2.95903E+2	2.98330E+2	2.97995E+2	2.99365E+2	3.00370E+2
2.39847E+2	9.44832E-6	4.46354E-12	2.95885E+2	2.98312E+2	2.98016E+2	2.99351E+2	3.00359E+2
2.40568E+2	8.81375E-6	3.88411E-12	2.95877E+2	2.98330E+2	2.98038E+2	2.99392E+2	3.00371E+2
2.41288E+2	9.88384E-6	4.88451E-12	2.95908E+2	2.98305E+2	2.98038E+2	2.99371E+2	3.00354E+2
2.42008E+2	9.12894E-6	4.16687E-12	2.95892E+2	2.98334E+2	2.98002E+2	2.99372E+2	3.00399E+2
2.42732E+2	8.98441E-6	4.03598E-12	2.95888E+2	2.98312E+2	2.98029E+2	2.99375E+2	3.00373E+2
2.43458E+2	9.77145E-6	4.77406E-12	2.95893E+2	2.98330E+2	2.98003E+2	2.99367E+2	3.00344E+2
2.44178E+2	9.07404E-6	4.11691E-12	2.95899E+2	2.98315E+2	2.98050E+2	2.99370E+2	3.00344E+2
2.44898E+2	9.38296E-6	4.40200E-12	2.95890E+2	2.98328E+2	2.98021E+2	2.99376E+2	3.00348E+2
2.45625E+2	9.26505E-6	4.29206E-12	2.95904E+2	2.98355E+2	2.98025E+2	2.99348E+2	3.00324E+2
2.46345E+2	8.93023E-6	3.98745E-12	2.95892E+2	2.98331E+2	2.98019E+2	2.99364E+2	3.00338E+2
2.47068E+2	8.39813E-6	3.52643E-12	2.95868E+2	2.98313E+2	2.98049E+2	2.99365E+2	3.00309E+2
2.47787E+2	9.32224E-6	4.34521E-12	2.95875E+2	2.98339E+2	2.98008E+2	2.99381E+2	3.00313E+2
2.48508E+2	9.15516E-6	4.19085E-12	2.95892E+2	2.98356E+2	2.98033E+2	2.99352E+2	3.00319E+2
2.49231E+2	9.19556E-6	4.22791E-12	2.95863E+2	2.98346E+2	2.98062E+2	2.99377E+2	3.00321E+2
2.49957E+2	8.21944E-6	3.37796E-12	2.95868E+2	2.98362E+2	2.98031E+2	2.99386E+2	3.00321E+2
2.50678E+2	8.85159E-6	3.91754E-12	2.95872E+2	2.98356E+2	2.98052E+2	2.99380E+2	3.00340E+2
2.51398E+2	9.21839E-6	4.24893E-12	2.95871E+2	2.98349E+2	2.98018E+2	2.99350E+2	3.00351E+2
2.52124E+2	9.20780E-6	4.23918E-12	2.95855E+2	2.98346E+2	2.98040E+2	2.99358E+2	3.00351E+2
2.52844E+2	8.05591E-6	3.24489E-12	2.95880E+2	2.98367E+2	2.98037E+2	2.99400E+2	3.00349E+2
2.53564E+2	8.62882E-6	3.72282E-12	2.95882E+2	2.98355E+2	2.98022E+2	2.99385E+2	3.00340E+2
2.54286E+2	8.13239E-6	3.30679E-12	2.95891E+2	2.98361E+2	2.98024E+2	2.99381E+2	3.00353E+2
2.55006E+2	9.39882E-6	4.41689E-12	2.95897E+2	2.98343E+2	2.98008E+2	2.99358E+2	3.00370E+2
2.55734E+2	8.16113E-6	3.33020E-12	2.95901E+2	2.98341E+2	2.98046E+2	2.99353E+2	3.00361E+2
2.56456E+2	9.53222E-6	4.54316E-12	2.95880E+2	2.98377E+2	2.98028E+2	2.99372E+2	3.00343E+2
2.57176E+2	9.18600E-6	4.21913E-12	2.95898E+2	2.98373E+2	2.98027E+2	2.99353E+2	3.00330E+2
2.57897E+2	8.86989E-6	3.93375E-12	2.95855E+2	2.98362E+2	2.98027E+2	2.99366E+2	3.00356E+2
2.58622E+2	8.55933E-6	3.66311E-12	2.95857E+2	2.98338E+2	2.98062E+2	2.99372E+2	3.00342E+2
2.59345E+2	1.01200E-5	5.12072E-12	2.95877E+2	2.98367E+2	2.98051E+2	2.99380E+2	3.00384E+2
2.60082E+2	1.01120E-5	5.11264E-12	2.95898E+2	2.98354E+2	2.98056E+2	2.99384E+2	3.00303E+2
2.60802E+2	8.85149E-6	3.91744E-12	2.95871E+2	2.98359E+2	2.98026E+2	2.99364E+2	3.00377E+2
2.61522E+2	9.38925E-6	4.40791E-12	2.95894E+2	2.98338E+2	2.98043E+2	2.99387E+2	3.00339E+2
2.62248E+2	8.27998E-6	3.42790E-12	2.95878E+2	2.98355E+2	2.98027E+2	2.99358E+2	3.00357E+2
2.62975E+2	8.52108E-6	3.63044E-12	2.95862E+2	2.98343E+2	2.98030E+2	2.99372E+2	3.00345E+2
2.63695E+2	8.49243E-6	3.60607E-12	2.95880E+2	2.98339E+2	2.98040E+2	2.99343E+2	3.00332E+2
2.64415E+2	8.53594E-6	3.64311E-12	2.95871E+2	2.98366E+2	2.98033E+2	2.99383E+2	3.00338E+2
2.65136E+2	7.76821E-6	3.01725E-12	2.95875E+2	2.98349E+2	2.98063E+2	2.99353E+2	3.00324E+2
2.65862E+2	9.51907E-6	4.53063E-12	2.95898E+2	2.98348E+2	2.98055E+2	2.99356E+2	3.00356E+2
2.66589E+2	9.55089E-6	4.56098E-12	2.95862E+2	2.98350E+2	2.98061E+2	2.99368E+2	3.00359E+2
2.67315E+2	7.44363E-6	2.77038E-12	2.95837E+2	2.98329E+2	2.98031E+2	2.99357E+2	3.00336E+2
2.68041E+2	9.22973E-6	4.25939E-12	2.95877E+2	2.98333E+2	2.98031E+2	2.99353E+2	3.00293E+2
2.68760E+2	8.52474E-6	3.63356E-12	2.95872E+2	2.98339E+2	2.98052E+2	2.99367E+2	3.00325E+2
2.69474E+2	8.00986E-6	3.20789E-12	2.95890E+2	2.98335E+2	2.98057E+2	2.99331E+2	3.00301E+2
2.70194E+2	8.15913E-6	3.32857E-12	2.95860E+2	2.98359E+2	2.98014E+2	2.99344E+2	3.00316E+2
2.70915E+2	8.62685E-6	3.72113E-12	2.95853E+2	2.98330E+2	2.98063E+2	2.99351E+2	3.00372E+2
2.71640E+2	9.25852E-6	4.28601E-12	2.95844E+2	2.98339E+2	2.98041E+2	2.99348E+2	3.00325E+2
2.72364E+2	9.62701E-6	4.63397E-12	2.95854E+2	2.98348E+2	2.98026E+2	2.99357E+2	3.00299E+2
2.73089E+2	9.04110E-6	4.08707E-12	2.95868E+2	2.98330E+2	2.98055E+2	2.99345E+2	3.00296E+2
2.73813E+2	8.30735E-6	3.45061E-12	2.95865E+2	2.98343E+2	2.98041E+2	2.99329E+2	3.00318E+2
2.74535E+2	9.25638E-6	4.28403E-12	2.95840E+2	2.98338E+2	2.98046E+2	2.99341E+2	3.00329E+2
2.75261E+2	8.37444E-6	3.50656E-12	2.95860E+2	2.98326E+2	2.98044E+2	2.99331E+2	3.00311E+2
2.75974E+2	1.02549E-5	5.25810E-12	2.95871E+2	2.98335E+2	2.98046E+2	2.99321E+2	3.00340E+2
2.76692E+2	8.87323E-6	3.93671E-12	2.95869E+2	2.98333E+2	2.98046E+2	2.99322E+2	3.00316E+2
2.77413E+2	9.01966E-6	4.06771E-12	2.95869E+2	2.98335E+2	2.98038E+2	2.99339E+2	3.00302E+2
2.78140E+2	9.93830E-6	4.93849E-12	2.95868E+2	2.98326E+2	2.98027E+2	2.99321E+2	3.00323E+2
2.78864E+2	7.89845E-6	3.11927E-12	2.95857E+2	2.98334E+2	2.98051E+2	2.99319E+2	3.00312E+2
2.79587E+2	8.91794E-6	3.97649E-12	2.95845E+2	2.98333E+2	2.98042E+2	2.99332E+2	3.00295E+2
2.80313E+2	8.95650E-6	4.01094E-12	2.95843E+2	2.98325E+2	2.98040E+2	2.99336E+2	3.00286E+2
2.81040E+2	8.68092E-6	3.76792E-12	2.95864E+2	2.98353E+2	2.98036E+2	2.99325E+2	3.00286E+2
2.81763E+2	9.03906E-6	4.08523E-12	2.95875E+2	2.98335E+2	2.98043E+2	2.99334E+2	3.00297E+2
2.82473E+2	8.04076E-6	3.23269E-12	2.95863E+2	2.98358E+2	2.98045E+2	2.99373E+2	3.00286E+2
2.83193E+2	9.14375E-6	4.18041E-12	2.95843E+2	2.98357E+2	2.98025E+2	2.99317E+2	3.00319E+2
2.83912E+2	9.26740E-6	4.29423E-12	2.95866E+2	2.98373E+2	2.98046E+2	2.99337E+2	3.00286E+2
2.84633E+2	8.07055E-6	3.25669E-12	2.95841E+2	2.98337E+2	2.98043E+2	2.99344E+2	3.00329E+2
2.85359E+2	9.06849E-6	4.11187E-12	2.95838E+2	2.98337E+2	2.98044E+2	2.99342E+2	3.00293E+2
2.86083E+2	8.78093E-6	3.85524E-12	2.95863E+2	2.98336E+2	2.98061E+2	2.99330E+2	3.00305E+2
2.86807E+2	8.23700E-6	3.39241E-12	2.95854E+2	2.98353E+2	2.98050E+2	2.99331E+2	3.00331E+2
2.87533E+2	9.16785E-6	4.20247E-12	2.95861E+2	2.98336E+2	2.98078E+2	2.99325E+2	3.00314E+2
2.88259E+2	7.70252E-6	2.96644E-12	2.95840E+2	2.98369E+2	2.98063E+2	2.99339E+2	3.00306E+2
2.88982E+2	8.10123E-6	3.28149E-12	2.95843E+2	2.98362E+2	2.98065E+2	2.99339E+2	3.00301E+2
2.89706E+2	8.99974E-6	4.04977E-12	2.95853E+2	2.98366E+2	2.98039E+2	2.99325E+2	3.00292E+2
2.90431E+2	9.03209E-6	4.07894E-12	2.95853E+2	2.98347E+2	2.98064E+2	2.99331E+2	3.00298E+2
2.91152E+2	8.93158E-6	3.98865E-12	2.95860E+2	2.98351E+2	2.98053E+2	2.99356E+2	3.00301E+2
2.91872E+2	8.80358E-6	3.87515E-12	2.95839E+2	2.98349E+2	2.98049E+2	2.99326E+2	3.00273E+2
2.92600E+2	8.71207E-6	3.79501E-12	2.95864E+2	2.98345E+2	2.98051E+2	2.99335E+2	3.00304E+2
2.93327E+2	9.52963E-6	4.54070E-12	2.95848E+2	2.98365E+2	2.98066E+2	2.99337E+2	3.00294E+2
2.94057E+2	9.68651E-6	4.69143E-12	2.95819E+2	2.98358E+2	2.98044E+2	2.99361E+2	3.00284E+2
2.94782E+2	7.43510E-6	2.76404E-12	2.95829E+2	2.98353E+2	2.98052E+2	2.99326E+2	3.00281E+2
2.95501E+2	8.68255E-6	3.76933E-12	2.95837E+2	2.98351E+2	2.98051E+2	2.99338E+2	3.00300E+2
2.96227E+2	9.39965E-6	4.41767E-12	2.95843E+2	2.98361E+2	2.98061E+2	2.99332E+2	3.00275E+2
2.96951E+2	7.89077E-6	3.11321E-12	2.95860E+2	2.98355E+2	2.98075E+2	2.99340E+2	3.00275E+2
2.97677E+2	8.97065E-6	4.02363E-12	2.95841E+2	2.98347E+2	2.98050E+2	2.99328E+2	3.00294E+2
2.98397E+2	7.90728E-6	3.12625E-12	2.95845E+2	2.98358E+2	2.98058E+2	2.99327E+2	3.00276E+2
2.99117E+2	7.78647E-6	3.03146E-12	2.95868E+2	2.98343E+2	2.98061E+2	2.99339E+2	3.00287E+2
2.99838E+2	9.18205E-6	4.21551E-12	2.95828E+2	2.98362E+2	2.98077E+2	2.99325E+2	3.00290E+2
3.00561E+2	8.28992E-6	3.43614E-12	2.95862E+2	2.98333E+2	2.98037E+2	2.99329E+2	3.00285E+2
3.01281E+2	7.92023E-6	3.13650E-12	2.95825E+2	2.98363E+2	2.98074E+2	2.99314E+2	3.00275E+2
3.02001E+2	8.83953E-6	3.90686E-12	2.95840E+2	2.98382E+2	2.98073E+2	2.99323E+2	3.00285E+2
3.02720E+2	9.63392E-6	4.64062E-12	2.95851E+2	2.98318E+2	2.98069E+2	2.99330E+2	3.00303E+2
3.03445E+2	9.42819E-6	4.44453E-12	2.95854E+2	2.98335E+2	2.98066E+2	2.99326E+2	3.00292E+2
3.04171E+2	8.52602E-6	3.63465E-12	2.95840E+2	2.98362E+2	2.98068E+2	2.99354E+2	3.00297E+2
3.04895E+2	8.49959E-6	3.61216E-12	2.95853E+2	2.98325E+2	2.98055E+2	2.99315E+2	3.00308E+2
3.05615E+2	8.65942E-6	3.74928E-12	2.95834E+2	2.98350E+2	2.98079E+2	2.99339E+2	3.00279E+2
3.06336E+2	8.59318E-6	3.69214E-12	2.95845E+2	2.98330E+2	2.98061E+2	2.99344E+2	3.00294E+2
3.07056E+2	8.74532E-6	3.82403E-12	2.95833E+2	2.98356E+2	2.98062E+2	2.99344E+2	3.00266E+2
3.07780E+2	7.68686E-6	2.95439E-12	2.95835E+2	2.98331E+2	2.98089E+2	2.99334E+2	3.00285E+2
3.08508E+2	8.41769E-6	3.54287E-12	2.95847E+2	2.98341E+2	2.98096E+2	2.99324E+2	3.00269E+2
3.09231E+2	7.81304E-6	3.05218E-12	2.95842E+2	2.98363E+2	2.98062E+2	2.99322E+2	3.00278E+2
3.09951E+2	7.38214E-6	2.72480E-12	2.95843E+2	2.98361E+2	2.98086E+2	2.99343E+2	3.00288E+2
3.10670E+2	7.78550E-6	3.03070E-12	2.95828E+2	2.98359E+2	2.98076E+2	2.99334E+2	3.00298E+2
3.11395E+2	8.36034E-6	3.49477E-12	2.95827E+2	2.98379E+2	2.98086E+2	2.99309E+2	3.00294E+2
3.12123E+2	9.25692E-6	4.28453E-12	2.95839E+2	2.98377E+2	2.98055E+2	2.99327E+2	3.00269E+2
3.12848E+2	8.55106E-6	3.65604E-12	2.95816E+2	2.98373E+2	2.98070E+2	2.99325E+2	3.00270E+2
3.13577E+2	8.72040E-6	3.80227E-12	2.95832E+2	2.98376E+2	2.98063E+2	2.99333E+2	3.00240E+2
3.14296E+2	7.65258E-6	2.92810E-12	2.95835E+2	2.98337E+2	2.98079E+2	2.99321E+2	3.00280E+2
3.15015E+2	7.75670E-6	3.00832E-12	2.95846E+2	2.98354E+2	2.98073E+2	2.99322E+2	3.00269E+2
3.15739E+2	7.94802E-6	3.15855E-12	2.95794E+2	2.98367E+2	2.98065E+2	2.99342E+2	3.00286E+2
3.16463E+2	9.35966E-6	4.38016E-12	2.95835E+2	2.98371E+2	2.98073E+2	2.99357E+2	3.00312E+2
